custid,dropperc,mins,consecmonths,income,churn_Y
988532,0.0117647058823529,510,19,78.3,0
625068,0.0302197802197802,364,22,58.9,0
637047,0.0211267605633803,710,19,99.2,0
589932,0.0440677966101695,295,25,65.9,0
218800,0.0157790927021696,507,31,76.3,0
969530,0.012924071082391,619,23,86.9,0
632279,0.0178282009724473,617,27,65.9,0
345238,0.0269230769230769,520,11,66.5,0
736914,0.020501138952164,439,20,59.6,0
556003,0.0203619909502262,442,33,53.3,0
554632,0.009174311926605509,654,24,79.4,0
347910,0.0379008746355685,343,36,88.9,1
739608,0.0103305785123967,484,37,108.8,0
20743,0.0125588697017268,637,26,63.5,0
928433,0.0133333333333333,525,17,41.2,0
882374,0.0306345733041575,457,21,69.6,0
641198,0.015025041736227,599,25,56.8,0
247385,0.0192771084337349,415,31,80.9,0
645995,0.0182724252491694,602,34,74.3,0
177025,0.0143266475644699,698,27,46.6,0
291536,0.0129032258064516,620,26,71.4,0
742686,0.0279329608938547,358,23,61.3,0
221868,0.0207253886010363,386,17,68.4,0
887724,0.0427350427350427,234,18,59.2,0
155252,0.0199556541019956,451,20,72.3,0
99375,0.0219512195121951,410,26,86.1,0
794681,0.0214477211796247,373,20,74.3,0
405301,0.0257510729613734,466,28,47.3,0
333499,0.0186219739292365,537,37,43.7,0
955545,0.0158730158730159,567,23,65.4,0
40080,0.0255905511811024,508,28,90.4,1
741669,0.0308788598574822,421,22,51.1,0
671089,0.0141342756183746,566,23,77.4,0
844764,0.0147679324894515,474,16,35.1,0
978177,0.0249480249480249,481,37,89.6,1
995379,0.0231578947368421,475,39,84.9,1
74458,0.0190114068441065,526,42,60.9,0
871903,0.0171428571428571,525,40,90.5,0
248723,0.0225563909774436,532,16,79.2,0
841230,0.0195121951219512,410,22,78.3,0
837436,0.0260707635009311,537,28,104.2,0
777579,0.017910447761194,335,24,40.4,0
115808,0.0138067061143984,507,27,52.8,0
462984,0.0226130653266332,398,29,66.9,0
95184,0.0137693631669535,581,30,67.1,0
422307,0.0297297297297297,370,26,89.4,0
842251,0.0154867256637168,452,30,90.1,0
515581,0.024,500,17,77.8,0
241914,0.00822368421052632,608,18,106.5,0
800810,0.0213114754098361,610,44,60.5,0
367756,0.0169172932330827,532,35,111.9,0
830801,0.0127272727272727,550,18,95.4,0
203416,0.012779552715655002,626,27,52.8,0
14254,0.0151724137931034,725,13,48.0,0
887749,0.0206185567010309,485,23,62.6,0
920276,0.0168855534709193,533,28,97.7,0
763114,0.0172711571675302,579,26,104.3,0
905210,0.0235294117647059,510,33,35.4,0
347111,0.0134099616858238,522,16,81.2,0
838358,0.0181543116490166,661,32,75.8,0
859752,0.0153846153846154,585,25,71.5,0
814371,0.0144717800289436,691,37,53.3,0
8215,0.0203252032520325,492,20,99.8,0
574831,0.0212264150943396,424,15,60.1,0
454278,0.0164835164835165,546,34,55.4,0
552332,0.0292134831460674,445,16,60.2,0
887051,0.0201342281879195,447,30,81.1,0
598359,0.0181488203266788,551,36,83.8,0
930483,0.022140221402214003,542,21,72.7,0
11097,0.0134453781512605,595,23,92.3,0
466872,0.0184331797235023,651,46,61.5,0
431048,0.0227272727272727,440,21,50.1,0
808503,0.0345679012345679,405,21,87.6,0
213534,0.0193798449612403,516,31,73.7,0
715004,0.0249480249480249,481,31,87.5,0
873377,0.0192644483362522,571,31,85.9,0
873501,0.0166666666666667,360,19,62.8,0
335864,0.0255681818181818,352,32,68.5,0
210897,0.027027027027027,407,26,69.5,0
703640,0.022,500,18,86.2,0
194018,0.0204081632653061,441,29,73.0,0
52698,0.0210526315789474,475,32,101.9,0
874237,0.0298913043478261,368,26,49.3,0
719603,0.0162271805273834,493,27,63.5,0
515240,0.015600624024961,641,30,90.0,0
575472,0.025,440,28,45.6,0
685934,0.0179487179487179,390,21,51.8,0
679393,0.0143884892086331,417,33,89.7,0
309796,0.0096551724137931,725,21,27.6,0
697657,0.0317848410757946,409,35,80.8,1
308266,0.0212765957446809,376,31,76.0,0
964880,0.0182232346241458,439,36,77.0,0
834894,0.0172955974842767,636,21,40.7,0
200154,0.0131771595900439,683,22,57.3,0
587638,0.0131578947368421,456,22,87.4,0
69427,0.0235546038543897,467,29,67.6,0
878306,0.0416666666666667,384,18,76.0,0
735841,0.0215827338129496,556,19,83.2,0
162954,0.0181488203266788,551,29,69.1,0
72383,0.0139751552795031,644,22,60.6,0
290214,0.0278551532033426,359,21,77.0,0
76972,0.016566265060241,664,26,55.1,0
632881,0.0314685314685315,286,26,100.1,0
110894,0.0325581395348837,430,21,34.8,0
300663,0.0294117647058824,374,35,98.8,0
195778,0.0160642570281124,498,23,45.4,0
812787,0.0141093474426808,567,21,90.3,0
116692,0.0191897654584222,469,15,50.6,0
910921,0.019047619047619,420,19,91.2,0
485104,0.0440251572327044,318,16,58.3,0
591079,0.0134529147982063,446,39,54.9,0
492649,0.017578125,512,27,57.3,0
875836,0.0208333333333333,576,37,72.3,0
207502,0.0223463687150838,358,23,92.7,0
323850,0.0175131348511384,571,10,61.7,0
882144,0.00985221674876847,609,28,49.8,0
508060,0.0227272727272727,440,30,61.4,0
543878,0.0251716247139588,437,29,83.5,0
29123,0.0165094339622642,424,25,46.2,0
880682,0.0141843971631206,564,15,79.5,0
485007,0.0219560878243513,501,36,71.8,0
451154,0.0132450331125828,604,31,43.0,0
351865,0.0242130750605327,413,31,66.5,0
168629,0.0210325047801147,523,29,55.7,0
931501,0.0174672489082969,458,32,76.4,0
666331,0.0150375939849624,532,10,93.9,0
53788,0.0164179104477612,670,50,74.2,0
910041,0.0162271805273834,493,31,55.1,0
785573,0.0132100396301189,757,34,29.2,0
280462,0.0121212121212121,330,24,71.3,0
634633,0.0223325062034739,403,28,54.9,0
255170,0.0186335403726708,483,26,48.9,0
908970,0.0171990171990172,407,24,48.2,0
697229,0.0257009345794393,428,20,78.7,0
118363,0.0248618784530387,362,22,62.6,0
106283,0.0142602495543672,561,24,79.7,0
427299,0.0304054054054054,296,26,67.7,0
421739,0.0142602495543672,561,29,79.3,0
83890,0.020501138952164,439,29,113.8,0
717175,0.0246305418719212,406,23,102.6,0
835541,0.025,440,32,55.6,0
909333,0.025706940874036,389,24,82.6,0
998448,0.0201834862385321,545,27,57.0,0
574612,0.0176211453744493,454,20,94.1,0
952959,0.0235081374321881,553,33,77.9,0
841068,0.0144329896907217,485,21,50.5,0
346977,0.0215982721382289,463,28,74.9,0
270625,0.017910447761194,670,22,68.5,0
960137,0.0140845070422535,568,39,75.1,0
539493,0.0298507462686567,335,18,54.6,0
280679,0.02088772845953,383,31,86.7,0
547479,0.0125195618153365,639,38,60.6,0
662862,0.0224137931034483,580,27,69.6,0
226731,0.0113636363636364,616,24,67.6,0
959419,0.0224948875255624,489,26,79.7,0
909478,0.014827018121911,607,33,79.8,0
958897,0.0193050193050193,518,15,72.9,0
978191,0.0303867403314917,362,23,63.6,0
711746,0.011887072808321002,673,20,66.5,0
995501,0.0192307692307692,624,24,69.8,0
924421,0.0177935943060498,562,22,63.8,0
798028,0.0129390018484288,541,43,67.9,0
16427,0.0184842883548983,541,32,88.0,0
663182,0.0157657657657658,444,25,82.8,0
270000,0.0264423076923077,416,25,45.5,0
502325,0.022887323943662,568,26,53.7,0
788723,0.022108843537415,588,20,45.1,0
454700,0.0360576923076923,416,28,65.8,1
410293,0.0131086142322097,534,26,99.9,0
733724,0.0169971671388102,706,33,110.4,0
578271,0.0114777618364419,697,41,75.0,0
760973,0.0205882352941176,340,17,69.5,0
615637,0.0251141552511416,438,30,71.9,1
959500,0.0232558139534884,430,32,91.3,0
350780,0.0194552529182879,514,25,89.5,0
520660,0.0224719101123595,445,41,54.2,0
603902,0.0239410681399632,543,11,81.0,0
123511,0.0272727272727273,440,25,98.6,0
968980,0.0187353629976581,427,36,58.4,0
274745,0.0139616055846422,573,32,66.6,0
588754,0.0224948875255624,489,22,90.7,0
785980,0.0387096774193548,310,38,35.4,0
90078,0.0128939828080229,698,26,68.7,0
332798,0.0147058823529412,544,36,58.1,0
825420,0.0196078431372549,612,8,66.4,0
945964,0.0162162162162162,555,23,61.4,0
385489,0.0162162162162162,555,22,88.1,0
950676,0.0168855534709193,533,20,60.4,0
292027,0.0147420147420147,407,26,59.2,1
723911,0.0203703703703704,540,31,66.7,0
783588,0.0272727272727273,330,28,33.7,0
640149,0.0162932790224033,491,48,54.1,0
22962,0.0172839506172839,405,27,67.4,0
131472,0.0100755667506297,397,37,85.5,0
792238,0.0140845070422535,497,23,72.6,0
563361,0.0161579892280072,557,19,62.2,0
910345,0.0304054054054054,296,19,47.0,0
647183,0.0121765601217656,657,30,67.4,0
943643,0.0126382306477093,633,32,90.9,0
200744,0.0191897654584222,469,35,58.5,0
226864,0.0434782608695652,253,35,61.0,0
705043,0.0364238410596026,302,32,26.7,0
715743,0.0152671755725191,524,34,64.1,0
126187,0.0173611111111111,576,24,94.3,0
728267,0.0217054263565891,645,48,92.1,0
37734,0.0232558139534884,473,38,89.0,0
550442,0.0125156445556946,799,5,82.5,0
424421,0.0263157894736842,532,8,92.0,0
143288,0.0262172284644195,534,31,85.4,1
759205,0.0184426229508197,488,34,56.0,0
97000,0.0229276895943563,567,21,83.1,0
614129,0.0199275362318841,552,39,51.9,0
203109,0.0136986301369863,730,43,80.5,0
293729,0.0138568129330254,433,30,59.9,0
212069,0.011437908496732,612,27,73.7,0
484092,0.0295566502463054,406,28,53.2,0
667879,0.0164835164835165,546,30,47.8,0
395440,0.0216450216450216,462,29,78.5,0
18250,0.0263852242744063,379,38,40.0,0
171569,0.0216110019646365,509,29,34.1,0
426229,0.0148148148148148,540,31,66.0,0
425508,0.0294117647058824,374,18,70.2,0
921251,0.0149006622516556,604,3,38.8,0
322876,0.022964509394572005,479,28,78.5,0
513731,0.0205338809034908,487,8,78.9,0
614037,0.0198675496688742,453,35,76.5,0
578077,0.0142045454545455,704,27,51.5,0
600028,0.0141843971631206,564,37,58.7,0
872720,0.0128676470588235,544,31,93.3,0
936829,0.0121317157712305,577,31,44.0,0
777323,0.0317073170731707,410,23,64.5,0
941952,0.025,320,26,66.0,0
636557,0.0102790014684288,681,37,82.3,0
64486,0.0201342281879195,447,20,56.8,0
92615,0.0179282868525896,502,21,82.6,0
155934,0.0137551581843191,727,33,69.2,0
382383,0.019271948608137,467,13,77.8,0
204317,0.0196463654223969,509,16,68.1,0
358642,0.0136986301369863,511,27,52.8,0
369182,0.0145985401459854,548,15,88.2,0
826003,0.0295983086680761,473,27,47.8,1
518966,0.0216535433070866,508,29,84.4,0
836456,0.0226415094339623,530,32,66.5,0
655660,0.020066889632107,598,14,56.5,0
687315,0.0131004366812227,458,13,75.0,0
527005,0.0151285930408472,661,21,84.1,0
540928,0.0187074829931973,588,29,63.7,0
964622,0.0252918287937743,514,34,99.0,1
257279,0.0276073619631902,326,23,44.8,0
159883,0.0102040816326531,490,36,56.5,0
602838,0.0275862068965517,435,32,80.4,1
208671,0.0138648180242634,577,11,90.2,0
255438,0.0105421686746988,664,22,61.3,0
548300,0.0232558139534884,516,35,58.8,0
784020,0.0191897654584222,469,28,92.0,0
195194,0.0202020202020202,396,24,82.1,0
944599,0.0223713646532438,447,6,57.3,0
723700,0.0178890876565295,559,11,65.4,0
751680,0.0408921933085502,269,31,57.2,1
525560,0.01417004048583,494,25,8.8,0
610641,0.0115942028985507,345,33,52.4,0
414320,0.0229166666666667,480,29,118.6,0
187260,0.0149625935162095,401,43,53.2,0
365751,0.0216450216450216,462,35,69.9,0
436865,0.015625,640,30,64.1,0
509172,0.0268595041322314,484,37,43.0,0
582545,0.016304347826087,552,34,56.9,0
289401,0.0144356955380577,762,36,60.1,0
634064,0.0155709342560554,578,32,61.9,0
840193,0.0215827338129496,556,46,59.7,0
393585,0.0190972222222222,576,25,93.1,0
615581,0.0188679245283019,477,37,88.0,0
347526,0.0253456221198157,434,28,58.8,0
747538,0.0215439856373429,557,35,57.1,1
207484,0.0172413793103448,406,31,71.0,0
419475,0.0115606936416185,519,37,107.5,0
583807,0.0228571428571429,525,33,111.9,0
701378,0.0179948586118252,389,29,66.0,0
877525,0.00886917960088692,451,18,61.5,0
784246,0.0166320166320166,481,27,42.2,0
675191,0.0282685512367491,283,20,65.3,0
866348,0.026246719160105,381,29,73.8,0
238383,0.0132547864506627,679,22,54.0,0
123869,0.0271186440677966,295,31,94.4,0
900998,0.0218340611353712,458,21,83.6,0
534113,0.0242537313432836,536,20,102.1,0
550624,0.01743264659271,631,28,27.2,0
973137,0.029940119760479,334,26,50.5,0
857652,0.0146842878120411,681,39,48.5,0
195791,0.0162790697674419,430,15,88.4,0
938656,0.0220183486238532,545,32,61.7,1
436361,0.0262096774193548,496,30,79.9,0
607729,0.0292207792207792,308,33,94.7,0
493476,0.0169753086419753,648,30,61.7,0
160349,0.0260047281323877,423,50,49.7,0
888014,0.0172711571675302,579,27,62.4,0
579094,0.0179372197309417,446,17,73.9,0
267905,0.0110041265474553,727,41,79.0,0
52774,0.0203252032520325,492,39,86.0,0
336023,0.014745308310991996,746,31,63.9,0
687967,0.0133587786259542,524,16,62.4,0
786973,0.0248868778280543,442,17,56.9,0
367945,0.0199004975124378,402,23,94.2,0
180084,0.0143198090692124,419,31,62.5,0
342238,0.0147058823529412,476,23,47.6,0
548821,0.0151006711409396,596,28,97.6,0
351049,0.019538188277087,563,31,18.0,0
383499,0.0190972222222222,576,40,91.9,0
563561,0.0307414104882459,553,31,63.5,0
831070,0.0181086519114688,497,29,72.6,0
665119,0.0171673819742489,233,23,55.1,0
196308,0.0157894736842105,570,28,74.8,0
279761,0.0206794682422452,677,27,78.6,0
897393,0.0124137931034483,725,26,61.7,0
577754,0.014344262295082,488,48,67.2,0
554101,0.0302267002518892,397,23,51.4,0
610279,0.0173501577287066,634,16,76.4,0
312916,0.0167714884696017,477,25,74.7,0
95021,0.0207852193995381,433,25,82.7,0
252406,0.0121317157712305,577,30,60.0,0
147851,0.0151933701657459,724,21,82.2,0
258353,0.0207972270363951,577,23,42.2,0
395699,0.029585798816567994,338,24,72.7,0
834569,0.0207253886010363,386,35,58.0,0
416232,0.0157790927021696,507,32,48.6,0
782018,0.0188679245283019,583,31,61.5,0
31246,0.018970189701897,369,25,75.1,0
571970,0.0176991150442478,565,28,78.3,0
231954,0.0167785234899329,596,35,108.6,0
380184,0.0175438596491228,513,22,47.1,0
968597,0.033175355450237004,422,13,120.3,0
30075,0.0183299389002037,491,14,135.5,0
2427,0.0162037037037037,432,19,76.9,0
567401,0.016260162601626,492,25,77.1,0
45155,0.0415094339622641,265,23,82.5,0
647485,0.0213143872113677,563,33,46.4,0
175282,0.0281995661605206,461,22,71.5,0
940979,0.0106382978723404,564,13,75.7,0
307229,0.0215982721382289,463,24,34.6,0
350957,0.0187393526405451,587,17,117.6,0
83704,0.0352112676056338,426,28,108.6,1
213108,0.0323529411764706,340,23,66.9,0
316911,0.022883295194508,437,26,50.7,0
739208,0.0232558139534884,387,39,79.8,0
413684,0.012448132780083,482,22,47.1,0
521406,0.0141509433962264,424,25,92.0,0
476532,0.0231578947368421,475,24,26.4,0
927503,0.0195652173913043,460,28,80.5,0
743584,0.011703511053316,769,21,83.8,0
821853,0.0177777777777778,450,21,85.2,0
875152,0.0142857142857143,560,23,45.0,0
810235,0.0177705977382876,619,27,43.6,0
387768,0.0283505154639175,388,40,58.5,0
678593,0.0161290322580645,558,45,59.9,0
213248,0.0202020202020202,594,26,98.5,0
945139,0.0295275590551181,508,27,41.5,1
357549,0.0260303687635575,461,36,48.5,0
594110,0.0199004975124378,402,5,122.6,0
530203,0.0123893805309735,565,21,51.4,0
428852,0.0191570881226054,522,36,55.5,0
780046,0.0129032258064516,620,38,26.3,0
399711,0.0131195335276968,686,20,100.3,0
417783,0.0175438596491228,570,43,92.5,0
398075,0.0198198198198198,555,23,69.4,0
493093,0.020979020979021,429,31,39.5,0
285104,0.0203045685279188,394,17,81.5,0
234168,0.0107334525939177,559,23,77.4,0
161132,0.00895522388059702,670,29,104.7,0
84503,0.0203389830508475,590,29,70.0,0
555394,0.0217917675544794,413,25,51.8,0
14654,0.0251046025104603,478,18,61.2,0
151102,0.0216110019646365,509,39,71.2,0
248781,0.020703933747412,483,43,93.8,0
82504,0.0189473684210526,475,27,87.4,0
613757,0.0184426229508197,488,26,60.9,0
957542,0.0211864406779661,472,27,76.9,0
208474,0.0188679245283019,583,21,81.1,0
340258,0.0219123505976096,502,43,56.2,0
483566,0.020253164556962,395,20,63.0,0
686101,0.0216867469879518,415,25,70.9,0
576049,0.0206896551724138,435,32,60.6,0
933284,0.0240384615384615,416,29,70.1,0
123642,0.0172143974960876,639,26,64.8,0
918020,0.0206896551724138,580,36,59.9,0
885544,0.0206185567010309,388,34,64.0,0
222094,0.017515923566878998,628,35,96.9,0
760855,0.02,500,33,76.5,0
519311,0.0193321616871705,569,26,46.9,0
726017,0.0325814536340852,399,44,62.0,1
498049,0.0412371134020619,291,41,124.7,1
787986,0.0372670807453416,322,23,46.9,0
276120,0.0236559139784946,465,14,54.8,0
639432,0.0152380952380952,525,19,54.8,0
770396,0.0163339382940109,551,27,70.6,0
988539,0.0211132437619962,521,27,71.2,0
104164,0.0291970802919708,411,9,58.0,0
423720,0.0114068441064639,526,29,63.3,0
600768,0.0226130653266332,398,28,54.1,0
745696,0.0124777183600713,561,26,75.7,0
620717,0.0182186234817814,494,25,60.1,0
455567,0.0226415094339623,530,34,106.1,1
298718,0.0152671755725191,524,23,52.3,0
731282,0.0264705882352941,340,26,98.3,0
213523,0.0304054054054054,296,27,98.1,1
757008,0.0158102766798419,506,20,67.5,0
825875,0.0168776371308017,474,25,65.7,0
802309,0.012589928057553998,556,29,84.9,0
222874,0.0155763239875389,642,25,75.9,0
504740,0.0136286201022147,587,23,37.9,0
310494,0.0195227765726681,461,48,40.8,0
664610,0.0132743362831858,678,29,39.5,0
476218,0.011686143572621,599,21,63.0,0
512700,0.033210332103321,271,32,80.3,1
941208,0.0299003322259136,301,14,73.6,0
42159,0.0166975881261596,539,30,75.7,0
343810,0.0161943319838057,494,26,89.0,0
155470,0.0161290322580645,558,26,86.9,0
953859,0.0141732283464567,635,8,105.7,0
697118,0.0193370165745856,362,32,76.7,0
696582,0.0239808153477218,417,21,69.3,0
623890,0.0131004366812227,458,23,89.3,0
3191,0.0160183066361556,437,42,83.3,0
142470,0.0218687872763419,503,38,63.0,0
156749,0.0225733634311512,443,19,68.7,0
90465,0.0109375,640,17,77.9,0
145572,0.0249307479224377,361,34,84.7,0
254587,0.0150375939849624,399,23,63.6,0
56140,0.03125,384,14,90.3,0
7728,0.0144628099173554,484,18,84.4,0
588786,0.0271966527196653,478,36,67.0,0
421197,0.016025641025641003,624,24,55.5,0
67502,0.0204841713221601,537,11,96.0,0
891423,0.0184804928131417,487,18,63.1,0
333266,0.0148588410104012,673,11,95.8,0
338923,0.0167910447761194,536,33,83.9,0
524142,0.0168539325842697,712,25,86.9,0
564669,0.01743264659271,631,22,58.3,0
483298,0.0309278350515464,388,35,55.9,0
342928,0.02,450,20,60.9,0
186944,0.013986013986014,572,32,38.3,0
387723,0.0251889168765743,397,34,63.5,1
811827,0.0235756385068762,509,22,54.6,0
570376,0.0216110019646365,509,39,90.3,0
11791,0.0136186770428016,514,30,34.8,0
804181,0.0137693631669535,581,23,77.0,0
753339,0.0228136882129278,526,31,68.4,0
63231,0.0156862745098039,510,39,44.4,0
262060,0.0148975791433892,537,19,104.1,0
533242,0.0239808153477218,417,32,62.4,0
45837,0.0153846153846154,455,22,75.5,0
613815,0.0169491525423729,590,17,73.4,0
20012,0.0176056338028169,568,28,50.6,0
758237,0.0175824175824176,455,33,49.3,0
445548,0.0194931773879142,513,12,66.0,0
41411,0.0152963671128107,523,27,93.1,0
818986,0.0275689223057644,399,7,64.2,0
552944,0.0296442687747036,506,38,77.8,1
859022,0.0185185185185185,486,40,81.5,0
293322,0.0227848101265823,395,19,67.8,0
389554,0.0232558139534884,473,25,66.2,0
842700,0.0340136054421769,294,25,105.5,1
616502,0.0184842883548983,541,31,74.3,0
816341,0.0186335403726708,483,33,79.5,0
851071,0.0143769968051118,626,20,56.1,0
606418,0.0349206349206349,315,21,72.0,0
39008,0.0156794425087108,574,23,67.8,0
188746,0.0065897858319604605,607,28,80.8,0
972245,0.0271398747390397,479,24,72.9,0
206764,0.0381231671554252,341,20,70.6,0
16174,0.0272952853598015,403,35,92.5,0
605080,0.0147849462365591,744,32,55.3,0
433295,0.0242718446601942,412,29,84.9,0
229175,0.0365853658536585,246,26,49.1,0
876508,0.0194690265486726,565,35,56.6,0
781148,0.0151228733459357,529,37,66.2,0
871535,0.0135135135135135,592,29,52.2,0
821044,0.0118811881188119,505,36,58.0,0
142866,0.0233050847457627,472,43,72.2,0
780936,0.0227272727272727,440,13,69.4,0
87793,0.0087719298245614,570,21,104.8,0
653282,0.0252525252525253,396,31,51.7,0
544820,0.0281329923273657,391,24,27.7,0
298661,0.0196428571428571,560,31,33.2,0
247589,0.0348525469168901,373,30,110.1,1
422241,0.0176056338028169,568,31,59.7,0
855389,0.0155038759689922,516,40,59.4,0
608514,0.0133843212237094,523,16,38.3,0
653314,0.0115942028985507,690,29,69.5,0
984032,0.0198915009041591,553,15,60.5,0
444192,0.0164203612479475,609,13,96.0,0
44045,0.0294840294840295,407,21,78.4,0
118179,0.039039039039039,333,27,64.1,1
515117,0.0133333333333333,675,20,72.7,0
481907,0.0152284263959391,394,24,43.2,0
518147,0.0189982728842832,579,27,59.3,0
335032,0.0118110236220472,508,0,36.2,0
97712,0.0158730158730159,378,36,75.9,0
513126,0.0191256830601093,366,28,77.7,0
770599,0.0161290322580645,558,10,59.6,0
878441,0.015625,384,27,51.0,0
455141,0.0506912442396313,217,24,30.1,1
862471,0.0190677966101695,472,36,45.1,0
905205,0.0128755364806867,466,25,83.2,0
918718,0.0240740740740741,540,7,44.5,0
19167,0.0170777988614801,527,27,76.2,0
110119,0.0288461538461538,416,24,52.8,0
191118,0.0422077922077922,308,26,36.3,1
179492,0.0174757281553398,515,21,81.5,0
811147,0.0179640718562874,501,27,47.2,0
174787,0.0133511348464619,749,35,73.8,0
280541,0.0310734463276836,354,26,59.3,0
574885,0.0179372197309417,446,18,43.7,0
920494,0.0111358574610245,449,31,80.1,0
8112,0.0109375,640,22,58.6,0
418457,0.022680412371134,485,35,49.2,0
857095,0.0128755364806867,699,29,105.7,0
110144,0.0189125295508274,423,29,27.1,0
456915,0.0196779964221825,559,15,111.4,0
376884,0.040590405904059,271,12,99.2,0
824494,0.0158371040723982,442,21,101.2,0
109475,0.0168224299065421,535,40,64.6,0
922818,0.020746887966805,482,19,78.2,0
347128,0.0143149284253579,489,15,60.4,0
472729,0.0207547169811321,530,14,54.5,0
857828,0.0220264317180617,454,26,66.0,0
616688,0.00923076923076923,650,15,74.0,0
21424,0.0239043824701195,502,31,49.8,0
59008,0.012012012012012,666,27,34.0,0
48817,0.0200333889816361,599,20,85.5,0
382708,0.0171306209850107,467,27,53.7,0
81706,0.0240963855421687,415,25,94.8,0
104510,0.0133779264214047,598,15,51.4,0
682023,0.0168067226890756,476,13,104.1,0
188735,0.0236842105263158,380,49,68.0,0
730713,0.0149501661129568,602,33,66.7,0
640438,0.0204081632653061,490,37,47.1,0
91912,0.0179372197309417,446,47,59.1,0
787278,0.0146103896103896,616,27,89.2,0
849071,0.0228310502283105,438,1,48.2,0
331685,0.0211864406779661,472,20,84.9,0
260329,0.0168269230769231,416,34,66.4,0
398216,0.017636684303351004,567,32,43.3,0
342241,0.0164319248826291,426,24,42.2,0
130106,0.017578125,512,15,92.1,0
400487,0.0254452926208651,393,31,46.3,0
498423,0.0191570881226054,522,28,62.2,0
626288,0.0174418604651163,516,36,97.0,0
583799,0.0181818181818182,440,27,77.7,0
141470,0.0199600798403194,501,18,49.8,0
518210,0.0256410256410256,429,34,78.7,0
409279,0.0288184438040346,347,8,70.7,0
992796,0.0165016501650165,606,29,58.8,0
223575,0.0159817351598174,438,33,73.7,0
720892,0.0181818181818182,495,40,46.3,0
908596,0.0281329923273657,391,27,71.7,0
298854,0.0155038759689922,516,29,55.9,0
439155,0.0163934426229508,732,19,77.8,0
488310,0.018018018018018004,444,31,89.2,0
230622,0.0128369704749679,779,24,89.7,0
674495,0.0207373271889401,434,40,72.4,0
730432,0.0159045725646123,503,29,50.0,0
201634,0.0167910447761194,536,25,65.5,0
898981,0.0114678899082569,436,35,47.2,0
751564,0.0236842105263158,380,23,53.9,0
657706,0.0144694533762058,622,17,74.9,0
82117,0.0257009345794393,428,32,115.7,0
536325,0.0187617260787993,533,16,86.9,0
1782,0.0119284294234592,503,30,64.6,0
647074,0.0229445506692161,523,41,83.8,1
679201,0.0220994475138122,543,42,62.9,0
749354,0.0215827338129496,556,38,77.1,0
665968,0.0300925925925926,432,17,66.4,0
307326,0.0132450331125828,453,15,78.4,0
573094,0.0148148148148148,540,31,64.6,0
111240,0.0224913494809689,578,21,73.2,0
633062,0.0196463654223969,509,20,54.9,0
576392,0.0207667731629393,626,21,50.8,0
276720,0.0207547169811321,530,20,100.8,0
310167,0.0149006622516556,604,20,73.1,0
916997,0.0180032733224223,611,42,70.0,0
247746,0.0114942528735632,435,28,83.9,0
659291,0.0221729490022173,451,32,99.6,0
310293,0.0150501672240803,598,34,34.4,0
749441,0.0344827586206897,290,40,97.2,0
988087,0.0173310225303293,577,13,40.9,0
794535,0.0172413793103448,522,16,51.1,0
952634,0.0117647058823529,510,33,98.4,0
300782,0.0185567010309278,485,18,81.1,0
722230,0.0275,400,25,93.5,0
865406,0.00913838120104439,766,23,75.4,0
470210,0.0169902912621359,412,28,57.3,0
984191,0.0330788804071247,393,30,83.4,0
659613,0.037037037037037,324,26,59.7,1
99911,0.0199115044247788,452,13,79.1,0
574662,0.0135922330097087,515,32,90.9,0
613386,0.0193050193050193,518,32,90.4,0
135470,0.03125,384,18,63.5,0
578563,0.0112,625,21,111.5,0
571841,0.0144665461121157,553,29,93.8,0
796270,0.0234192037470726,427,27,91.4,0
401463,0.009950248756218907,603,17,86.0,0
500287,0.0165745856353591,543,25,112.2,0
41756,0.0145454545454545,550,27,66.5,0
380552,0.0283687943262411,423,22,49.2,0
757866,0.0103359173126615,387,30,65.0,0
704623,0.029940119760479,334,30,56.3,0
354723,0.0210526315789474,475,19,82.8,0
410140,0.0182926829268293,656,19,60.5,0
920730,0.0179775280898876,445,28,87.6,0
180280,0.0130353817504655,537,26,50.5,0
474844,0.0136186770428016,514,26,52.8,0
242012,0.0169491525423729,590,37,22.8,0
540815,0.0515021459227468,233,21,93.4,0
891380,0.0158450704225352,568,41,41.1,0
101740,0.0150659133709981,531,22,52.7,0
130522,0.0296495956873315,371,24,77.0,0
652817,0.0152380952380952,525,34,55.3,0
607549,0.0132275132275132,378,31,75.5,0
844205,0.0248868778280543,442,30,64.3,1
364580,0.0216606498194946,554,29,68.5,0
61633,0.00982800982800983,407,22,101.7,0
429899,0.00941915227629513,637,21,49.6,0
46835,0.0234741784037559,426,3,79.2,0
142082,0.020952380952381,525,29,56.0,0
434802,0.0180623973727422,609,30,85.2,0
3594,0.0208333333333333,576,18,75.7,0
752354,0.0218818380743982,457,36,48.3,0
158263,0.0160320641282565,499,32,90.0,0
616850,0.0207900207900208,481,23,85.6,0
88629,0.0197841726618705,556,25,93.0,0
156041,0.0158415841584158,505,38,33.4,0
264877,0.0161550888529887,619,40,70.3,0
845943,0.0238095238095238,546,40,64.4,0
491542,0.0285714285714286,315,19,102.9,0
318160,0.0123456790123457,567,27,85.2,0
423308,0.0211864406779661,472,15,49.4,0
704910,0.0183299389002037,491,12,53.8,0
342804,0.0154373927958834,583,19,90.9,0
597636,0.0114285714285714,700,36,64.0,0
753203,0.0253807106598985,394,31,48.4,0
